car_id,car_price,car_quantity,car_year,car_used,car_mm,car_color
2819,143105,35,2009,True,Jeep Wrangler,Red
2820,84030,14,2023,False,Toyota Corolla,Yellow
2821,13467,44,2017,True,Toyota 4Runner,Maroon
2822,43756,30,2022,True,Toyota Corolla,Grey
2823,32527,11,2023,False,Audi A6,Grey
2824,61624,17,2016,True,Toyota RAV4,Red
2825,101971,31,2008,True,Toyota RAV4,Light Blue
2826,68391,21,2011,True,Dodge Challenger,Light Blue
2827,94166,6,2021,True,Nissan Altima,Yellow
2828,145564,33,2005,True,Cadillac Escalade,Grey
2829,55461,9,2006,True,Toyota Land Cruiser,Grey
2830,86000,18,2008,True,Toyota Corolla,Red
2831,141279,43,2018,True,Toyota 4Runner,Maroon
2832,103932,10,2004,True,Cadillac Escalade,Green
2833,18435,38,2004,True,Audi A6,Green
2834,6048,46,2009,True,Toyota 4Runner,Red
2835,124337,26,2002,True,Nissan Altima,Maroon
2836,30784,39,1999,True,Toyota Camry,Red
2837,43011,45,2004,True,Honda Accord,Yellow
2838,146683,47,2014,True,Toyota Sienna,White
2839,86918,44,2018,True,Toyota Corolla,Black
2840,16065,45,2002,True,Toyota Corolla,Red
2841,20794,47,2014,True,Ford Expedition,Grey
2842,56381,39,2017,True,Toyota Sienna,Green
2843,110756,31,2005,True,Toyota Sienna,Black
2844,107044,24,2024,False,Ford Expedition,Yellow
2845,5241,13,2024,False,Nissan Altima,Green
2846,19713,12,2013,True,Toyota RAV4,Yellow
2847,97109,48,2007,True,Audi A3,Maroon
2848,12428,42,2009,True,Audi A6,Red
2849,142436,12,2007,True,Ford Escape,White
2850,62017,43,2011,True,Toyota Sienna,Grey
2851,77300,42,2024,False,Ford Expedition,Maroon
2852,27163,22,2007,True,Audi A3,Grey
2853,63586,35,2023,False,Toyota Land Cruiser,Maroon
2854,23322,27,1999,True,Ford Escape,Maroon
2855,135565,12,2024,False,Toyota 4Runner,Light Blue
2856,104799,10,2022,True,Jeep Cherokee,Yellow
2857,30522,24,2008,True,Honda Accord,Red
2858,71143,35,2017,True,Toyota Land Cruiser,Blue
2859,14240,45,2008,True,Ford Escape,White
2860,21526,3,2003,True,Honda Civic,Blue
2861,137332,6,2021,True,Honda Civic,Blue
2862,28936,18,2009,True,Toyota Land Cruiser,Yellow
2863,120095,46,2024,False,Audi A3,Green
2864,50138,24,1999,True,Ford Bronco,Green
2865,44024,6,2018,True,Cadillac Escalade,Black
2866,26285,26,2017,True,Dodge Challenger,Grey
2867,7220,18,2019,True,Toyota Camry,Maroon
2868,43814,23,1998,True,Toyota Corolla,White
2869,48173,18,2018,True,Toyota Land Cruiser,Green
2870,104995,50,1999,True,Honda Accord,Grey
2871,24469,30,2013,True,Audi A6,Light Blue
2872,67070,7,2021,True,Audi A6,Light Blue
2873,104597,21,1999,True,Toyota Camry,White
2874,132183,26,1998,True,Toyota Corolla,Green
2875,82423,26,2008,True,Toyota Corolla,Blue
2876,129596,36,2006,True,Toyota Land Cruiser,Red
2877,61058,34,2020,True,Toyota Sienna,Blue
2878,25731,46,2006,True,Honda Civic,Black
2879,27629,46,2004,True,Honda Accord,Light Blue
2880,22609,10,2010,True,Ford Bronco,Green
2881,37158,3,2014,True,Dodge Challenger,Black
2882,107888,36,2017,True,Toyota 4Runner,Black
2883,69018,49,2005,True,Ford Expedition,Black
2884,138949,12,2002,True,Nissan Altima,White
2885,143126,41,2001,True,Chevrolet Tahoe,White
2886,148857,1,2001,True,Ford Escape,Maroon
2887,146433,38,2009,True,Chevrolet Tahoe,White
2888,109373,9,2005,True,Honda Accord,Black
2889,70071,40,2012,True,Toyota RAV4,Green
2890,36554,50,2009,True,Chevrolet Tahoe,Black
2891,148100,13,2008,True,Jeep Cherokee,White
2892,18357,44,2004,True,Jeep Cherokee,Yellow
2893,28213,48,1999,True,Ford Expedition,Blue
2894,31123,26,2016,True,Honda Accord,Yellow
2895,94063,43,2023,False,Toyota 4Runner,Maroon
2896,92439,8,2004,True,Toyota 4Runner,Yellow
2897,55214,12,2022,True,Toyota 4Runner,Blue
2898,126642,37,2006,True,Chevrolet Tahoe,Maroon
2899,118813,34,2007,True,Ford Escape,Yellow
2900,91932,50,2020,True,Toyota Corolla,Red
2901,127824,15,1998,True,Toyota Corolla,Light Blue
2902,36172,18,2023,False,Jeep Wrangler,Grey
2903,128466,27,2004,True,Nissan Altima,Red
2904,84268,35,2012,True,Toyota Land Cruiser,Light Blue
2905,11594,24,2022,True,Toyota Land Cruiser,White
2906,71971,28,2019,True,Toyota Camry,Red
2907,11995,32,2016,True,Nissan Altima,Green
2908,128639,2,2014,True,Ford Bronco,Black
2909,61263,10,2005,True,Jeep Cherokee,Blue
2910,40315,8,2016,True,Nissan Altima,Black
2911,25853,39,2008,True,Toyota Sienna,Black
2912,145209,19,2018,True,Chevrolet Tahoe,Yellow
2913,138376,19,2012,True,Toyota 4Runner,White
2914,122814,26,2007,True,Chevrolet Tahoe,White
2915,17788,47,2012,True,Toyota RAV4,Red
2916,67240,49,2024,False,Ford Escape,Yellow
2917,86442,13,2004,True,Toyota RAV4,Grey
2918,125663,27,2024,False,Honda Civic,Red
2919,9255,35,2002,True,Cadillac Escalade,Light Blue
2920,29543,20,2001,True,Nissan Altima,Green
2921,72400,44,2019,True,Chevrolet Tahoe,Black
2922,17017,5,2008,True,Audi A6,Grey
2923,74246,21,2001,True,Jeep Cherokee,Blue
2924,33386,31,2016,True,Chevrolet Tahoe,White
2925,144516,24,2023,False,Chevrolet Tahoe,Black
2926,8774,47,2021,True,Honda Civic,Green
2927,26000,38,2017,True,Ford Expedition,Red
2928,143320,11,2007,True,Honda Accord,Grey
2929,148249,20,2020,True,Cadillac Escalade,Yellow
2930,51214,41,2003,True,Nissan Altima,Yellow
2931,20219,12,2021,True,Chevrolet Tahoe,Red
2932,17658,36,2011,True,Chevrolet Tahoe,Light Blue
2933,43843,40,2000,True,Toyota Land Cruiser,Yellow
2934,32938,33,2024,False,Nissan Altima,Light Blue
2935,33434,7,2002,True,Toyota Sienna,Green
2936,93596,48,2000,True,Ford Expedition,Black
2937,120049,36,2002,True,Nissan Altima,Blue
2938,9443,11,2024,False,Chevrolet Tahoe,Green
2939,18759,27,2016,True,Toyota Corolla,Red
2940,110799,15,2023,False,Nissan Altima,Yellow
2941,5197,6,2012,True,Cadillac Escalade,Maroon
2942,122629,21,2014,True,Cadillac Escalade,Black
2943,26767,29,2007,True,Ford Escape,Yellow
2944,50366,17,2001,True,Toyota Sienna,Green
2945,79083,43,2014,True,Toyota Corolla,Yellow
2946,119268,35,2008,True,Jeep Cherokee,Blue
2947,108051,18,2023,False,Ford Bronco,Yellow
2948,129738,42,2017,True,Dodge Challenger,Black
2949,71077,42,2019,True,Ford Expedition,Blue
2950,113001,38,2009,True,Honda Civic,Light Blue
2951,79236,49,2024,False,Audi A3,White
2952,93615,5,2024,False,Ford Escape,Blue
2953,101443,3,2000,True,Audi A3,Maroon
2954,140579,35,2007,True,Jeep Cherokee,Grey
2955,60068,34,2015,True,Chevrolet Tahoe,Green
2956,11754,20,1998,True,Jeep Wrangler,Maroon
2957,93298,33,1999,True,Toyota Camry,Green
2958,78185,32,2008,True,Toyota Land Cruiser,Grey
2959,14125,32,2024,False,Toyota Land Cruiser,Maroon
2960,97305,23,2021,True,Honda Accord,White
2961,63639,34,2023,False,Toyota Camry,Grey
2962,144779,45,2004,True,Toyota Sienna,Red
2963,105934,37,2003,True,Toyota Sienna,Blue
2964,97501,45,2004,True,Ford Bronco,Yellow
2965,32452,27,1998,True,Chevrolet Tahoe,Grey
2966,72485,41,2020,True,Audi A6,Light Blue
2967,105917,27,2016,True,Audi A6,White
2968,47117,1,2008,True,Jeep Cherokee,Red
2969,66444,17,2014,True,Jeep Wrangler,Light Blue
2970,7435,16,2006,True,Toyota Camry,Blue
2971,143770,14,2018,True,Toyota 4Runner,Black
2972,111716,25,2009,True,Jeep Wrangler,Blue
2973,103719,22,2002,True,Toyota 4Runner,Yellow
2974,140099,31,2001,True,Audi A3,Red
2975,6268,47,2004,True,Nissan Altima,Grey
2976,111889,6,1998,True,Toyota Land Cruiser,Yellow
2977,55087,27,2022,True,Nissan Altima,Light Blue
2978,110135,34,2004,True,Audi A6,Black
2979,59594,4,2020,True,Jeep Wrangler,Green
2980,28587,38,2018,True,Honda Accord,Blue
2981,60178,48,2004,True,Toyota Camry,Red
2982,126541,10,2007,True,Cadillac Escalade,Green
2983,52338,22,2008,True,Chevrolet Tahoe,Red
2984,129729,42,2024,False,Audi A6,Red
2985,77633,45,2002,True,Ford Escape,Black
2986,61945,50,2001,True,Nissan Altima,Green
2987,81895,31,2008,True,Toyota Land Cruiser,Red
2988,104039,26,2021,True,Toyota Camry,Maroon
2989,148594,7,2019,True,Jeep Cherokee,Red
2990,65413,45,2018,True,Cadillac Escalade,Yellow
2991,72679,14,2015,True,Toyota RAV4,Light Blue
2992,82125,7,2004,True,Ford Bronco,Maroon
2993,89272,3,2018,True,Toyota Camry,Grey
2994,32600,34,1999,True,Jeep Wrangler,Blue
2995,54780,30,2003,True,Ford Escape,Green
2996,110835,22,2007,True,Ford Escape,Green
2997,31928,24,2012,True,Chevrolet Tahoe,Grey
2998,63458,43,2000,True,Ford Escape,Blue
2999,46185,31,2023,False,Dodge Challenger,White
3000,6362,33,2001,True,Jeep Wrangler,Grey
3001,35772,25,2008,True,Toyota RAV4,Red
3002,37562,6,2023,False,Toyota Corolla,Blue
3003,147888,50,2005,True,Chevrolet Tahoe,Maroon
3004,85899,23,2005,True,Nissan Altima,Blue
3005,50802,17,2018,True,Dodge Challenger,Blue
3006,109324,34,2005,True,Ford Expedition,Grey
3007,144786,26,2003,True,Toyota Land Cruiser,Light Blue
3008,73015,9,2021,True,Toyota 4Runner,Grey
3009,148571,47,2014,True,Ford Expedition,Light Blue
3010,53239,5,2001,True,Nissan Altima,Blue
3011,123509,49,1998,True,Audi A6,Green
3012,58762,14,2021,True,Toyota Corolla,Red
3013,80843,41,2000,True,Toyota Sienna,White
3014,148108,29,2020,True,Toyota Sienna,White
3015,142869,26,2022,True,Honda Accord,Black
3016,47523,8,2006,True,Audi A3,Black
3017,136526,26,2015,True,Toyota Sienna,Black
3018,38206,45,2005,True,Ford Expedition,Green
3019,102798,39,2014,True,Honda Accord,White
3020,103147,8,1999,True,Honda Accord,Red
3021,135066,46,2023,False,Jeep Wrangler,Light Blue
3022,96495,37,2007,True,Toyota Sienna,Yellow
3023,15223,24,2024,False,Honda Accord,Red
3024,144421,38,2001,True,Toyota Land Cruiser,Black
3025,59396,7,1999,True,Honda Accord,White
3026,104845,6,2017,True,Chevrolet Tahoe,Black
3027,123021,46,2009,True,Jeep Wrangler,Light Blue
3028,77518,41,2008,True,Jeep Cherokee,Grey
3029,89320,32,2021,True,Toyota RAV4,Maroon
3030,45639,33,2005,True,Chevrolet Tahoe,Light Blue
3031,78184,28,2004,True,Toyota Sienna,Blue
3032,85827,37,1999,True,Audi A6,Green
3033,136078,35,2016,True,Toyota RAV4,Red
3034,51128,36,2019,True,Toyota Sienna,Yellow
3035,98577,16,2015,True,Toyota RAV4,Red
3036,144663,10,2010,True,Ford Expedition,White
3037,63724,29,2015,True,Nissan Altima,Yellow
3038,15119,24,2013,True,Jeep Wrangler,White
3039,15901,10,2005,True,Audi A3,Maroon
3040,86348,42,2006,True,Audi A3,Grey
3041,20224,9,2014,True,Jeep Cherokee,Red
3042,26005,30,2000,True,Audi A6,Yellow
3043,89080,28,2003,True,Toyota Sienna,White
3044,79771,29,2001,True,Jeep Wrangler,Black
3045,149736,30,1998,True,Ford Bronco,Green
3046,73442,14,2024,False,Cadillac Escalade,Blue
3047,8762,15,2001,True,Ford Expedition,Black
3048,74555,49,2019,True,Toyota Camry,Yellow
3049,28270,42,2000,True,Ford Expedition,Maroon
3050,111055,32,2000,True,Honda Civic,Light Blue
3051,59341,9,2014,True,Toyota Sienna,Blue
3052,75720,41,2009,True,Toyota RAV4,Red
3053,35821,14,2017,True,Honda Civic,Red
3054,93681,27,2009,True,Ford Expedition,Light Blue
3055,6003,31,2006,True,Toyota 4Runner,White
3056,98954,8,2016,True,Jeep Wrangler,Black
3057,121124,28,2018,True,Dodge Challenger,Red
3058,53387,50,1998,True,Nissan Altima,White
3059,46722,46,2005,True,Dodge Challenger,Black
3060,74543,19,2002,True,Jeep Cherokee,Yellow
3061,120626,4,2007,True,Cadillac Escalade,Grey
3062,5770,49,1999,True,Audi A6,Red
3063,102973,6,2024,False,Nissan Altima,White
3064,135209,31,2022,True,Cadillac Escalade,Light Blue
3065,27763,27,2017,True,Jeep Cherokee,Maroon
3066,135598,13,2024,False,Audi A6,Black
3067,59288,43,2006,True,Ford Expedition,Green
3068,89391,23,2022,True,Jeep Cherokee,Light Blue
3069,35760,1,2021,True,Ford Expedition,Red
3070,89540,8,2002,True,Audi A3,Black
3071,25248,31,2022,True,Ford Escape,Maroon
3072,103794,11,2016,True,Toyota RAV4,Red
3073,125880,31,2022,True,Toyota 4Runner,Black
3074,30979,46,2021,True,Nissan Altima,Yellow
3075,54093,21,2007,True,Toyota Sienna,Yellow
3076,53675,22,2008,True,Toyota 4Runner,Green
3077,146823,14,2019,True,Chevrolet Tahoe,Maroon
3078,85800,16,2007,True,Toyota Sienna,Blue
3079,100924,37,2024,False,Toyota Sienna,Red
3080,50059,39,2010,True,Jeep Wrangler,White
3081,62150,20,2009,True,Toyota RAV4,Green
3082,124446,43,2002,True,Honda Accord,Red
3083,123091,20,2021,True,Dodge Challenger,Blue
3084,140090,18,2009,True,Honda Civic,Grey
3085,21746,28,2013,True,Toyota 4Runner,Black
3086,98215,50,2016,True,Ford Escape,Light Blue
3087,26980,33,2023,False,Audi A3,White
3088,19279,39,1999,True,Honda Accord,Green
3089,119027,50,2001,True,Toyota Corolla,White
3090,130470,31,2012,True,Honda Civic,Blue
3091,101344,50,2017,True,Toyota Corolla,Grey
3092,110689,11,2000,True,Jeep Wrangler,Maroon
3093,67652,17,2019,True,Cadillac Escalade,Grey
3094,79388,34,2000,True,Toyota Camry,Grey
3095,129704,9,2005,True,Toyota Corolla,Blue
3096,125353,13,2017,True,Jeep Cherokee,Red
3097,21832,16,2015,True,Toyota Land Cruiser,Yellow
3098,38421,33,2012,True,Chevrolet Tahoe,Black
3099,53597,8,2010,True,Ford Expedition,Red
3100,64716,39,2007,True,Audi A3,Red
3101,111057,50,1999,True,Toyota Camry,Yellow
3102,80116,8,1999,True,Toyota Land Cruiser,Green
3103,52365,16,2009,True,Toyota Camry,Light Blue
3104,145400,10,2000,True,Toyota RAV4,Green
3105,5541,49,2011,True,Cadillac Escalade,Light Blue
3106,46483,3,2023,False,Toyota 4Runner,Green
3107,46936,8,2008,True,Audi A6,Black
3108,125055,26,2014,True,Ford Escape,Blue
3109,50280,15,2007,True,Audi A6,Green
3110,12281,30,2005,True,Cadillac Escalade,Grey
3111,78642,3,2016,True,Chevrolet Tahoe,Grey
3112,89611,2,1998,True,Ford Bronco,Blue
3113,5835,3,2016,True,Chevrolet Tahoe,Maroon
3114,114097,39,2014,True,Dodge Challenger,Black
3115,52233,49,2000,True,Ford Bronco,Black
3116,5767,47,2010,True,Ford Expedition,White
3117,80721,13,2012,True,Audi A6,Green
3118,147933,35,2017,True,Honda Civic,Green
3119,32037,39,2001,True,Nissan Altima,Grey
3120,142816,6,2016,True,Ford Escape,Grey
3121,96423,23,2004,True,Audi A3,Maroon
3122,115653,19,2022,True,Toyota 4Runner,Red
3123,149595,6,2008,True,Ford Bronco,White
3124,91791,19,2024,False,Toyota Land Cruiser,Maroon
3125,65938,39,2016,True,Toyota Sienna,Yellow
3126,39437,30,2018,True,Jeep Cherokee,White
3127,5611,39,1999,True,Nissan Altima,Black
3128,103480,39,2022,True,Toyota Camry,Grey
3129,111039,1,2019,True,Toyota RAV4,Green
3130,9788,21,2018,True,Cadillac Escalade,Black
3131,66353,6,2021,True,Toyota Camry,White
3132,38785,5,2024,False,Honda Accord,Maroon
3133,118578,9,2022,True,Audi A6,Red
3134,75097,8,2013,True,Toyota 4Runner,Blue
3135,123178,30,2016,True,Cadillac Escalade,Yellow
3136,122649,5,2023,False,Nissan Altima,Yellow
3137,9128,34,2022,True,Jeep Wrangler,White
3138,139779,25,2003,True,Ford Escape,Grey
3139,61201,30,2008,True,Cadillac Escalade,Light Blue
3140,119443,3,2020,True,Ford Expedition,Maroon
3141,148390,38,2003,True,Chevrolet Tahoe,Green
3142,38026,27,2019,True,Ford Escape,Light Blue
3143,70749,36,2004,True,Chevrolet Tahoe,Maroon
3144,22082,33,2003,True,Nissan Altima,Green
3145,144464,38,2018,True,Jeep Wrangler,Green
3146,10271,17,2001,True,Ford Escape,Maroon
3147,76571,4,2015,True,Toyota Land Cruiser,Grey
3148,130800,33,2018,True,Toyota Corolla,Light Blue
3149,110923,2,2024,False,Ford Escape,Maroon
3150,114256,1,2001,True,Jeep Wrangler,Light Blue
3151,5877,21,2008,True,Toyota Sienna,Red
3152,118321,13,2003,True,Chevrolet Tahoe,White
3153,10363,24,2019,True,Toyota Sienna,Green
3154,51269,33,2011,True,Audi A3,White
3155,128260,7,2006,True,Audi A3,Light Blue
3156,128410,38,2004,True,Honda Accord,Grey
3157,117879,33,2013,True,Toyota Land Cruiser,Blue
3158,28210,45,2004,True,Nissan Altima,White
3159,136721,34,2005,True,Dodge Challenger,Maroon
3160,147132,29,2013,True,Audi A3,Green
3161,83744,4,2008,True,Chevrolet Tahoe,Black
3162,94927,46,2018,True,Toyota 4Runner,Maroon
3163,15892,48,2013,True,Toyota Sienna,Red
3164,122188,41,2013,True,Ford Bronco,Grey
3165,26090,8,2010,True,Toyota RAV4,Blue
3166,42021,41,2010,True,Toyota Sienna,Green
3167,48471,41,2004,True,Toyota Camry,Grey
3168,37507,13,1999,True,Toyota RAV4,White
3169,86300,26,2014,True,Toyota RAV4,Red
3170,112402,29,2011,True,Toyota Corolla,Light Blue
3171,16155,44,2001,True,Cadillac Escalade,Black
3172,149453,19,2012,True,Toyota Corolla,White
3173,20599,9,2024,False,Ford Expedition,Green
3174,93220,15,2023,False,Toyota Sienna,Green
3175,86935,39,2022,True,Jeep Cherokee,Green
3176,132306,2,2023,False,Jeep Cherokee,Blue
3177,41078,36,2017,True,Dodge Challenger,Grey
3178,144574,21,2011,True,Nissan Altima,Red
3179,125654,24,2020,True,Honda Civic,Yellow
3180,64232,30,2018,True,Honda Accord,Black
3181,65559,22,2022,True,Toyota Corolla,Yellow
3182,75097,30,2014,True,Toyota Corolla,Maroon
3183,72680,22,2007,True,Ford Expedition,Black
3184,42256,22,2001,True,Honda Civic,Black
3185,6714,40,2002,True,Toyota Camry,Yellow
3186,126819,17,2022,True,Audi A6,Black
3187,54381,23,2024,False,Toyota RAV4,Maroon
3188,69854,47,2023,False,Honda Civic,Maroon
3189,47089,46,2021,True,Dodge Challenger,Blue
3190,126336,43,2006,True,Toyota Camry,Yellow
3191,20723,16,2011,True,Dodge Challenger,Yellow
3192,10277,33,2005,True,Ford Bronco,White
3193,141911,25,2005,True,Toyota RAV4,Green
3194,129674,11,2012,True,Toyota RAV4,Yellow
3195,6431,38,2004,True,Jeep Cherokee,Grey
3196,53309,27,1999,True,Toyota Sienna,Green
3197,48971,8,2004,True,Toyota RAV4,Maroon
3198,45226,3,2008,True,Toyota Land Cruiser,Grey
3199,145418,39,2016,True,Toyota Corolla,Green
3200,95489,6,2005,True,Ford Escape,Green
3201,109178,28,2024,False,Nissan Altima,Maroon
3202,70311,9,1999,True,Audi A3,Yellow
3203,81471,36,2002,True,Toyota RAV4,Grey
3204,123489,47,2012,True,Ford Escape,Grey
3205,37470,15,2002,True,Cadillac Escalade,Black
3206,19300,26,2016,True,Honda Accord,Green
3207,71024,7,2024,False,Jeep Wrangler,White
3208,25902,8,2022,True,Toyota RAV4,Blue
3209,81859,15,2011,True,Ford Bronco,Grey
3210,74686,24,2023,False,Honda Civic,Maroon
3211,39907,8,2003,True,Jeep Wrangler,Green
3212,105130,2,2021,True,Toyota Sienna,Maroon
3213,51506,10,2016,True,Cadillac Escalade,White
3214,77297,50,2008,True,Ford Bronco,Yellow
3215,138190,12,2023,False,Ford Bronco,Blue
3216,59416,4,2015,True,Chevrolet Tahoe,Light Blue
3217,91593,10,2022,True,Cadillac Escalade,White
3218,69835,36,2020,True,Honda Civic,Green
3219,52730,39,2019,True,Honda Accord,Blue
3220,37113,46,2002,True,Toyota RAV4,Blue
3221,96976,25,2022,True,Ford Expedition,Maroon
3222,133425,21,2008,True,Chevrolet Tahoe,Grey
3223,136186,29,2021,True,Audi A3,Blue
3224,11108,1,2012,True,Audi A6,Blue
3225,103361,34,2009,True,Ford Expedition,Black
3226,66953,28,2018,True,Ford Escape,Green
3227,84027,3,2003,True,Dodge Challenger,Green
3228,108575,15,2015,True,Audi A6,Grey
3229,7607,32,2005,True,Toyota Land Cruiser,Yellow
3230,125513,26,2003,True,Ford Escape,Black
3231,94012,26,2002,True,Toyota RAV4,Red
3232,132958,50,2013,True,Audi A3,Red
3233,137225,34,2006,True,Toyota Land Cruiser,Grey
3234,117795,26,2005,True,Honda Civic,Red
3235,32567,41,2009,True,Toyota Corolla,Black
3236,42794,14,2014,True,Honda Civic,Grey
3237,37818,3,2011,True,Audi A6,Yellow
3238,72161,43,2003,True,Ford Bronco,White
3239,120678,17,2012,True,Honda Civic,Red
3240,97460,31,2017,True,Toyota RAV4,Yellow
3241,50171,42,2008,True,Cadillac Escalade,Black
3242,142398,2,2018,True,Audi A3,White
3243,124150,10,2015,True,Ford Escape,Grey
3244,70941,4,2015,True,Dodge Challenger,White
3245,56687,36,2004,True,Honda Civic,Grey
3246,21854,25,2010,True,Chevrolet Tahoe,White
3247,60523,11,2001,True,Jeep Wrangler,Blue
3248,77289,24,2007,True,Chevrolet Tahoe,White
3249,39103,7,2000,True,Cadillac Escalade,Grey
3250,41492,17,2017,True,Jeep Wrangler,Green
3251,41508,45,2019,True,Toyota 4Runner,Maroon
3252,50176,34,2022,True,Ford Bronco,Red
3253,7950,41,2014,True,Toyota Land Cruiser,White
3254,11408,17,2009,True,Chevrolet Tahoe,Grey
3255,132046,31,2023,False,Honda Accord,Black
3256,62070,30,2005,True,Dodge Challenger,Grey
3257,45324,33,2019,True,Toyota 4Runner,Black
3258,83347,4,2013,True,Toyota 4Runner,Red
3259,96287,46,2002,True,Toyota Corolla,Black
3260,65847,25,2004,True,Toyota Sienna,Blue
3261,35078,15,1998,True,Toyota Corolla,Red
3262,84245,1,2009,True,Dodge Challenger,White
3263,115902,42,2015,True,Honda Civic,Green
3264,148859,22,2000,True,Audi A6,Light Blue
3265,77003,44,2023,False,Dodge Challenger,Maroon
3266,62158,25,2014,True,Toyota RAV4,White
3267,119817,47,2002,True,Ford Escape,Green
3268,66702,2,2020,True,Honda Accord,Maroon
3269,28697,14,2016,True,Toyota Corolla,Black
3270,19412,11,2021,True,Honda Civic,Blue
3271,128931,11,2015,True,Toyota Camry,White
3272,132747,10,2010,True,Audi A6,Black
3273,149575,12,1999,True,Audi A3,Red
3274,121476,22,2013,True,Cadillac Escalade,Grey
3275,54123,12,2018,True,Audi A3,Yellow
3276,64415,18,1999,True,Jeep Cherokee,Grey
3277,135849,7,2023,False,Nissan Altima,Red
3278,12190,41,2006,True,Toyota Land Cruiser,White
3279,87574,41,2009,True,Toyota Corolla,Yellow
3280,136376,37,2021,True,Nissan Altima,Grey
3281,21003,26,1999,True,Cadillac Escalade,Light Blue
3282,35569,13,2022,True,Audi A6,Red
3283,121244,22,2002,True,Toyota Sienna,Black
3284,73317,38,2009,True,Audi A6,Maroon
3285,131719,12,2017,True,Honda Civic,Light Blue
3286,59051,21,2004,True,Ford Bronco,Green
3287,22262,50,2008,True,Toyota Corolla,Maroon
3288,73029,31,2015,True,Cadillac Escalade,Black
3289,65505,48,1998,True,Toyota Sienna,Black
3290,30692,8,2020,True,Chevrolet Tahoe,Green
3291,130066,5,2008,True,Audi A3,White
3292,119461,48,2001,True,Toyota 4Runner,Yellow
3293,9675,31,2010,True,Jeep Cherokee,Red
3294,121405,4,1999,True,Audi A6,Grey
3295,137262,34,2000,True,Chevrolet Tahoe,Black
3296,102702,43,2015,True,Audi A3,Red
3297,23647,12,2001,True,Honda Accord,Yellow
3298,34922,34,2019,True,Toyota RAV4,Maroon
3299,14728,31,2011,True,Dodge Challenger,Light Blue
3300,42989,46,2003,True,Toyota RAV4,White
3301,41946,24,2015,True,Toyota Land Cruiser,Red
3302,131681,31,2022,True,Cadillac Escalade,Red
3303,100016,15,2024,False,Chevrolet Tahoe,Light Blue
3304,19878,9,2021,True,Toyota Camry,Green
3305,110266,43,2022,True,Toyota Land Cruiser,Red
3306,109355,40,2012,True,Audi A6,Green
3307,29762,31,2012,True,Nissan Altima,White
3308,37316,26,2001,True,Dodge Challenger,White
3309,8183,30,2013,True,Toyota 4Runner,Red
3310,103401,19,2002,True,Cadillac Escalade,Red
3311,47343,29,2003,True,Toyota 4Runner,Red
3312,59810,16,1998,True,Ford Escape,Grey
3313,149732,13,2015,True,Toyota Sienna,Green
3314,65864,11,2020,True,Toyota 4Runner,Green
3315,92104,29,2010,True,Dodge Challenger,Grey
3316,113216,50,2021,True,Toyota Land Cruiser,Red
3317,43906,32,2006,True,Honda Civic,Green
3318,88616,7,2024,False,Toyota Sienna,White
3319,66317,23,2020,True,Toyota Sienna,Light Blue
3320,70118,25,2024,False,Toyota Land Cruiser,Blue
3321,140648,25,2012,True,Jeep Wrangler,Yellow
3322,79005,32,2023,False,Honda Accord,Maroon
3323,18419,36,2021,True,Toyota 4Runner,Maroon
3324,78272,30,2002,True,Nissan Altima,Maroon
3325,28186,13,2003,True,Toyota Land Cruiser,Yellow
3326,66161,12,2016,True,Nissan Altima,Yellow
3327,106157,12,2013,True,Ford Escape,Maroon
3328,52695,36,2020,True,Toyota RAV4,Blue
3329,115537,2,2000,True,Toyota Land Cruiser,Light Blue
3330,20384,29,2016,True,Toyota Camry,Green
3331,112977,45,2002,True,Dodge Challenger,Black
3332,24138,6,2015,True,Toyota 4Runner,Maroon
3333,127959,25,2019,True,Honda Civic,White
3334,145740,37,2006,True,Jeep Wrangler,White
3335,72333,20,1998,True,Ford Bronco,Light Blue
3336,148950,3,2023,False,Audi A6,Maroon
3337,123123,41,2024,False,Toyota 4Runner,Black
3338,135088,8,2016,True,Audi A3,White
3339,120015,36,2011,True,Toyota Camry,Yellow
3340,148449,29,2017,True,Chevrolet Tahoe,Black
3341,113668,20,2008,True,Jeep Cherokee,Blue
3342,17649,15,2006,True,Audi A6,Maroon
3343,83484,34,2011,True,Honda Civic,Grey
3344,74242,35,1998,True,Jeep Cherokee,Red
3345,57874,10,2003,True,Dodge Challenger,Black
3346,39105,30,2017,True,Ford Escape,Blue
3347,37545,1,2016,True,Toyota Corolla,Blue
3348,66666,13,2012,True,Ford Escape,Maroon
3349,119508,37,2015,True,Audi A3,Grey
3350,66349,34,2002,True,Jeep Cherokee,Black
3351,16946,9,2008,True,Toyota Land Cruiser,Yellow
3352,70145,46,2015,True,Jeep Wrangler,Red
3353,140896,19,2012,True,Toyota Corolla,Grey
3354,40065,41,2016,True,Honda Civic,Black
3355,113551,41,2016,True,Ford Expedition,Black
3356,41536,43,2013,True,Nissan Altima,Grey
3357,70288,34,2020,True,Toyota Sienna,Grey
3358,129017,48,2010,True,Audi A3,Yellow
3359,107129,50,2015,True,Jeep Wrangler,Maroon
3360,27922,46,2018,True,Nissan Altima,Blue
3361,141610,23,2015,True,Nissan Altima,Yellow
3362,100538,15,2012,True,Nissan Altima,Green
3363,63926,37,2006,True,Ford Expedition,Grey
3364,44883,22,2024,False,Jeep Wrangler,Red
3365,124694,25,2012,True,Cadillac Escalade,Maroon
